Symbol,Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,SMA_200,RSI,ATR,BB_Middle,BB_Upper,BB_Lower,BB_Width
MMM,2025-05-16,146.7261,150.5064,146.2548,150.3395,4204500,138.54,,,77.5995,4.2975,138.54,151.0473,126.0327,0.1806
MMM,2025-05-19,149.2005,151.4687,148.3757,151.3509,2613600,139.9171,,,78.2809,4.2115,139.9171,151.6351,128.1991,0.1675
MMM,2025-05-20,150.4868,151.9302,150.477,151.3607,2529700,140.792,,,78.2878,4.0145,140.792,153.1993,128.3846,0.1763
MMM,2025-05-21,149.5638,150.3984,146.6279,146.6967,2661800,141.4469,,,67.3367,4.0658,141.4469,153.6363,129.2575,0.1724
MMM,2025-05-22,147.0109,147.8455,145.0078,147.0698,2862800,141.982,,,67.7257,3.9781,141.982,154.1721,129.7919,0.1717
MMM,2025-05-23,145.491,146.7146,145.0569,145.6588,2369800,142.5232,,,64.5932,3.8377,142.5232,154.3325,130.714,0.1657
MMM,2025-05-27,148.0071,148.0071,144.7115,147.5039,3155300,143.1267,,,66.7584,3.799,143.1267,154.6405,131.6129,0.1609
MMM,2025-05-28,147.6618,148.0071,146.2212,146.685,2297500,143.6671,,,64.8625,3.6552,143.6671,154.7548,132.5795,0.1544
MMM,2025-05-29,147.8789,148.3624,146.2113,147.6421,2621400,144.2294,,,66.0751,3.5477,144.2294,154.8972,133.5616,0.1479
MMM,2025-05-30,146.754,147.4645,145.6391,146.3791,5339800,144.7781,,,62.9862,3.4374,144.7781,154.6327,134.9236,0.1361
MMM,2025-06-02,145.9054,146.3297,141.9981,144.455,2825700,145.0254,,,58.4993,3.5048,145.0254,154.5665,135.4844,0.1316
MMM,2025-06-03,144.3662,146.3889,143.2808,146.162,2343300,145.4209,,,61.1439,3.4765,145.4209,154.4202,136.4216,0.1238
MMM,2025-06-04,146.9316,146.9711,144.7609,144.8595,2346900,145.8878,,,58.1016,3.386,145.8878,153.602,138.1736,0.1058
MMM,2025-06-05,145.0865,145.3035,142.965,144.3168,3568300,146.297,,,56.8327,3.3112,146.297,152.5647,140.0294,0.0857
MMM,2025-06-06,146.0337,146.4876,143.5077,143.5669,2297100,146.5471,,,55.0439,3.2875,146.5471,151.8394,141.2548,0.0722
MMM,2025-06-09,143.6163,144.0899,140.7745,142.3138,3401900,146.6618,,,52.0932,3.2895,146.6618,151.4321,141.8914,0.0651
MMM,2025-06-10,142.3237,143.3795,141.2482,143.1328,3129200,146.4379,,,53.835,3.2068,146.4379,151.4357,141.4402,0.0683
MMM,2025-06-11,143.113,146.083,142.5013,145.2246,2904400,146.2985,,,58.0321,3.2336,146.2985,151.2668,141.3302,0.0679
MMM,2025-06-12,144.4747,145.3134,142.5704,142.8466,2069700,146.1807,,,52.2199,3.1985,146.1807,151.3654,140.9959,0.0709
MMM,2025-06-13,141.2284,142.5309,139.847,140.4292,2450400,145.8997,,,47.0598,3.1843,145.8997,151.6884,140.1109,0.0794
MMM,2025-06-16,141.7711,143.4584,141.6034,143.1427,1681300,145.5398,,,52.7086,3.1733,145.5398,151.0548,140.0249,0.0758
MMM,2025-06-17,142.1461,142.9552,140.0838,140.3206,1739900,144.9883,,,47.082,3.1651,144.9883,150.2571,139.7196,0.0727
MMM,2025-06-18,140.2417,141.7613,139.6892,140.6167,2629100,144.4511,,,47.7126,3.087,144.4511,149.1436,139.7587,0.065
MMM,2025-06-20,141.406,142.1362,139.9359,142.1165,5566700,144.2221,,,50.9045,3.0237,144.2221,148.9002,139.5441,0.0649
MMM,2025-06-23,142.4717,145.7575,141.4455,145.6391,2904700,144.1506,140.7332,,57.4711,3.1157,144.1506,148.6869,139.6143,0.0629
MMM,2025-06-24,146.6652,148.2933,146.0436,147.8789,2700500,144.2616,141.0795,,61.0394,3.0827,144.2616,149.0547,139.4685,0.0665
MMM,2025-06-25,147.7111,147.869,145.1654,145.787,2378000,144.1757,141.3254,,56.2893,3.0564,144.1757,148.7822,139.5693,0.0639
MMM,2025-06-26,145.7278,149.1024,145.3529,148.757,2740100,144.2793,141.6296,,60.9373,3.1059,144.2793,149.2055,139.3532,0.0683
MMM,2025-06-27,149.132,150.839,148.5597,150.0003,3938200,144.3973,141.9733,,62.7242,3.0468,144.3973,149.7562,139.0383,0.0742
MMM,2025-06-30,150.2569,150.4345,148.9939,150.2174,2302800,144.5892,142.4157,,63.0421,2.9321,144.5892,150.4941,138.6843,0.0817
MMM,2025-07-01,149.9806,154.0162,149.4083,151.7665,3781900,144.9548,142.8939,,65.3154,3.0518,144.9548,151.6739,138.2356,0.0927
MMM,2025-07-02,152.1612,153.3848,151.1745,151.9244,2864700,145.2429,143.4562,,65.548,2.9917,145.2429,152.64,137.8458,0.1019
MMM,2025-07-03,152.2007,152.9407,147.5138,150.9081,3182900,145.5453,143.7971,,62.6362,3.1656,145.5453,153.3592,137.7314,0.1074
MMM,2025-07-07,150.7699,152.4178,148.9445,149.8227,3877000,145.8206,144.1216,,59.5916,3.1876,145.8206,153.8376,137.8036,0.11
MMM,2025-07-08,149.7142,152.5658,149.5168,151.6975,3252200,146.2271,144.4282,,62.9422,3.1777,146.2271,154.5805,137.8738,0.1143
MMM,2025-07-09,152.329,154.5688,151.7961,153.9077,2855900,146.8068,144.8097,,66.4719,3.1558,146.8068,155.6136,138.0001,0.12
MMM,2025-07-10,154.036,157.3513,153.888,155.2299,4043400,147.4117,145.2056,,68.4103,3.1778,147.4117,156.7985,138.0248,0.1274
MMM,2025-07-11,153.9768,154.4701,152.7631,153.7696,2401300,147.8389,145.5635,,64.0086,3.127,147.8389,157.5779,138.0999,0.1318
MMM,2025-07-14,153.5229,156.0094,152.8618,155.8121,2961300,148.4872,145.9518,,67.1885,3.1285,148.4872,158.5477,138.4266,0.1355
MMM,2025-07-15,155.8121,156.1772,153.9571,154.5096,3058900,149.1912,146.3339,,63.3452,3.0636,149.1912,158.8397,139.5427,0.1293
MMM,2025-07-16,155.5259,155.5851,152.7927,155.4667,3194600,149.8074,146.653,,64.9326,3.0442,149.8074,159.4034,140.2114,0.1281
MMM,2025-07-17,155.1707,157.3513,154.7069,156.927,5024200,150.6377,147.0265,,67.2623,3.0157,150.6377,159.6325,141.643,0.1194
MMM,2025-07-18,160.3805,161.9691,148.2538,151.1942,11701900,151.1666,147.34,,52.5133,3.7799,151.1666,158.825,143.5082,0.1013
MMM,2025-07-21,150.2273,151.6086,147.3559,150.7897,5194000,151.6003,147.6331,,51.6526,3.8137,151.6003,157.9757,145.2248,0.0841
MMM,2025-07-22,150.9476,152.0132,148.3229,149.1912,4927800,151.7779,147.8456,,48.2849,3.8049,151.7779,157.6306,145.9252,0.0771
MMM,2025-07-23,149.9016,150.6219,147.8098,148.8163,4976700,151.8248,148.0216,,47.5025,3.734,151.8248,157.5598,146.0897,0.0755
MMM,2025-07-24,148.0072,149.28,145.8463,147.3165,4860900,151.9012,148.0157,,44.4032,3.7125,151.9012,157.3299,146.4726,0.0715
MMM,2025-07-25,148.0072,149.3885,147.2178,149.2603,2818000,151.9264,148.0407,,49.0436,3.6024,151.9264,157.2981,146.5547,0.0707
MMM,2025-07-28,148.5992,151.8356,148.1552,150.0299,3970300,151.9279,148.1372,,50.7947,3.608,151.9279,157.2973,146.5584,0.0707
MMM,2025-07-29,150.3753,151.066,149.1419,149.7734,3918100,151.9057,148.2117,,50.1757,3.4877,151.9057,157.3085,146.5029,0.0711
MMM,2025-07-30,150.4542,150.4739,144.5537,144.6721,3529500,151.5509,148.0983,,39.7918,3.6615,151.5509,157.8495,145.2524,0.0831
MMM,2025-07-31,144.2478,147.573,143.6261,147.2375,4390400,151.3166,148.016,,45.8599,3.6818,151.3166,157.899,144.7341,0.087
MMM,2025-08-01,144.5537,144.7707,142.3335,142.4914,4074400,150.8958,147.8387,,38.1913,3.7691,150.8958,158.5733,143.2182,0.1018
MMM,2025-08-04,143.4584,146.2113,143.0736,145.9054,3641300,150.6999,147.8228,,45.2797,3.7656,150.6999,158.6863,142.7135,0.106
MMM,2025-08-05,146.4876,149.211,146.0337,148.096,3743900,150.5198,147.8434,,49.2975,3.7328,150.5198,158.5737,142.466,0.107
MMM,2025-08-06,148.2736,149.3787,146.6652,148.8163,2636900,150.2653,147.9065,,50.5825,3.6599,150.2653,158.189,142.3415,0.1055
MMM,2025-08-07,149.9608,150.4542,147.9874,149.724,2293900,149.99,147.9509,,52.2257,3.5747,149.99,157.5623,142.4176,0.101
MMM,2025-08-08,150.3753,151.6481,149.4083,151.2633,2376400,149.8646,148.0425,,54.9605,3.4794,149.8646,157.2543,142.4749,0.0986
MMM,2025-08-11,151.7073,153.5426,151.1252,153.2466,3354500,149.7364,148.1546,,58.2747,3.4035,149.7364,156.772,142.7008,0.094
MMM,2025-08-12,153.7202,156.3548,153.5426,155.7529,2748200,149.7985,148.342,,62.0728,3.3824,149.7985,157.0309,142.5661,0.0966
MMM,2025-08-13,156.2857,158.3381,154.5392,158.0716,3132000,149.9288,148.6144,,65.2266,3.4122,149.9288,157.6671,142.1905,0.1032
MMM,2025-08-14,157.4796,157.9434,154.5491,154.5688,6344900,149.8109,148.7825,,57.4543,3.4201,149.8109,157.1624,142.4594,0.0981
MMM,2025-08-15,155.2792,155.2792,149.5958,150.3654,3921100,149.7694,148.8926,,49.7875,3.5817,149.7694,157.0974,142.4414,0.0979
MMM,2025-08-18,150.3358,153.365,150.1681,150.8292,2585500,149.7714,149.0229,,50.5712,3.5542,149.7714,157.1006,142.4422,0.0979
MMM,2025-08-19,150.8094,153.6512,150.0299,152.2895,2146200,149.9263,149.1973,,53.0558,3.559,149.9263,157.3344,142.5182,0.0988
MMM,2025-08-20,152.0724,153.2762,151.135,152.694,3258200,150.1202,149.4049,,53.7494,3.4578,150.1202,157.6085,142.6319,0.0998
MMM,2025-08-21,152.3191,153.1479,151.1153,152.329,2236900,150.3708,149.5889,,52.9886,3.356,150.3708,157.7993,142.9423,0.0988
MMM,2025-08-22,153.6808,156.9961,152.9407,156.6113,1958200,150.7384,149.8166,,60.1198,3.4496,150.7384,158.6474,142.8294,0.1049
MMM,2025-08-25,156.2148,156.5419,154.4404,154.49,1606300,150.9614,150.0495,,55.619,3.3583,150.9614,159.0361,142.8867,0.107
MMM,2025-08-26,154.4008,155.3524,153.2311,155.2037,2960600,151.2329,150.3449,,56.791,3.2699,151.2329,159.5022,142.9636,0.1094
MMM,2025-08-27,154.6783,155.848,154.3908,155.164,2155000,151.7575,150.5854,,56.7014,3.1404,151.7575,159.5942,143.9208,0.1033
MMM,2025-08-28,156.3833,157.0871,155.2136,156.1851,2982200,152.2049,150.9027,,58.5162,3.0535,152.2049,159.9765,144.4333,0.1021
MMM,2025-08-29,156.2247,156.8591,153.9646,154.1728,3279100,152.7889,151.1738,,53.7359,3.0421,152.7889,159.1066,146.4712,0.0827
MMM,2025-09-02,152.6066,153.1418,150.3762,152.9238,2745100,153.1399,151.3899,,50.9535,3.096,153.1399,158.5642,147.7155,0.0708
MMM,2025-09-03,152.1605,152.7453,149.1173,150.6736,3964400,153.2687,151.4906,,46.302,3.1468,153.2687,158.2965,148.241,0.0656
MMM,2025-09-04,150.8718,154.2422,150.6934,154.1629,2741200,153.5361,151.6163,,53.4053,3.1769,153.5361,158.1156,148.9566,0.0597
MMM,2025-09-05,154.4404,156.1851,152.9337,153.9448,2053300,153.7471,151.7795,,52.934,3.1822,153.7471,157.9614,149.5328,0.0548
MMM,2025-09-08,153.2608,153.6276,150.6736,152.6561,2715500,153.8167,151.8574,,50.1193,3.1886,153.8167,157.9023,149.7312,0.0531
MMM,2025-09-09,152.8048,152.8048,150.2275,151.7441,1669200,153.7416,151.8923,,48.1673,3.1449,153.7416,157.9254,149.5579,0.0544
MMM,2025-09-10,151.8235,153.8556,151.1296,152.2299,2811600,153.5655,151.9326,,49.3,3.115,153.5655,157.6889,149.4421,0.0537
MMM,2025-09-11,152.448,158.1081,152.0614,158.0784,3663900,153.5658,152.0588,,60.4936,3.3244,153.5658,157.6908,149.4408,0.0537
MMM,2025-09-12,157.7215,160.6854,156.4329,156.4923,2865100,153.662,152.1502,,56.8293,3.3907,153.662,157.971,149.353,0.0561
MMM,2025-09-15,156.6212,156.9979,153.8952,155.2929,3219500,153.9084,152.2379,,54.1576,3.3701,153.9084,157.9807,149.836,0.0529
MMM,2025-09-16,155.5308,156.1058,152.2894,155.1343,2208600,154.1236,152.3441,,53.7974,3.402,154.1236,157.9589,150.2883,0.0498
MMM,2025-09-17,155.1343,157.1565,152.2001,153.806,2757300,154.1994,152.3863,,50.7533,3.513,154.1994,157.9409,150.458,0.0485
MMM,2025-09-18,153.7961,155.5506,152.9634,154.0439,1795000,154.2669,152.389,,51.2849,3.4469,154.2669,157.9421,150.5917,0.0476
MMM,2025-09-19,154.5495,156.0364,153.3401,155.2334,6507100,154.4122,152.3891,,53.9614,3.3933,154.4122,157.9933,150.8311,0.0464
MMM,2025-09-22,154.2422,154.3512,152.2993,152.5173,2484800,154.2075,152.364,,47.539,3.3605,154.2075,157.7268,150.6882,0.0456
MMM,2025-09-23,152.4975,156.76,152.4975,154.9261,2254000,154.2293,152.3463,,52.8936,3.4249,154.2293,157.7613,150.6972,0.0458
MMM,2025-09-24,154.6387,155.1343,153.1121,153.2509,1739300,154.1316,152.3211,,49.1372,3.3247,154.1316,157.6582,150.605,0.0458
MMM,2025-09-25,152.6561,152.6561,150.4951,151.6946,2949300,153.9582,152.2457,,45.8776,3.2841,153.9582,157.61,150.3063,0.0474
MMM,2025-09-26,152.6759,153.1518,151.0403,151.4765,2104000,153.7227,152.1367,,45.4229,3.2003,153.7227,157.3772,150.0682,0.0475
MMM,2025-09-29,152.1605,153.0526,151.2088,152.7354,2043400,153.6509,152.1675,,48.5906,3.1034,153.6509,157.3246,149.9771,0.0478
MMM,2025-09-30,152.5074,153.8655,151.0998,153.8258,2177100,153.696,152.2282,,51.2309,3.0793,153.696,157.3542,150.0377,0.0476
MMM,2025-10-01,153.1022,155.1739,152.9138,154.6387,2297900,153.8942,152.3372,,53.1621,3.0208,153.8942,157.2826,150.5058,0.044
MMM,2025-10-02,155.8877,158.1874,155.174,157.4142,2167500,154.0568,152.5091,,59.1155,3.0585,154.0568,157.7935,150.32,0.0485
MMM,2025-10-03,157.5332,158.9904,156.3338,157.2755,3411600,154.2233,152.7083,,58.7137,3.0298,154.2233,158.2264,150.2202,0.0519
MMM,2025-10-06,157.3151,157.8207,153.2806,154.5693,2421400,154.319,152.8145,,51.3792,3.1377,154.319,158.2553,150.3827,0.051
MMM,2025-10-07,155.4614,156.5617,153.8258,153.9745,1696700,154.4305,152.8934,,49.9038,3.109,154.4305,158.1817,150.6793,0.0486
MMM,2025-10-08,154.3512,154.7279,151.4468,154.6387,2084200,154.5509,152.9907,,51.576,3.1213,154.5509,158.1565,150.9454,0.0467
MMM,2025-10-09,154.7378,155.2334,150.0491,151.5459,2512200,154.2243,153.1282,,44.18,3.2686,154.2243,157.6641,150.7845,0.0446
MMM,2025-10-10,151.9028,152.9039,147.1645,147.4519,3504400,153.7723,153.1324,,36.6815,3.4451,153.7723,158.1932,149.3513,0.0575
MMM,2025-10-13,149.2561,151.0998,149.1074,149.7814,2724800,153.4967,153.2782,,42.6465,3.4596,153.4967,158.1969,148.7966,0.0612
MMM,2025-10-14,147.9674,152.3687,147.9674,151.1989,2604800,153.3,153.3841,,45.9814,3.5269,153.3,158.0408,148.5591,0.0619
MMM,2025-10-15,152.3488,154.3016,151.3774,152.1307,2381500,153.2162,153.4648,,48.117,3.4966,153.2162,157.9785,148.4539,0.0622
MMM,2025-10-16,153.122,153.122,149.2957,150.0887,4279200,153.0184,153.4903,,44.0106,3.5201,153.0184,157.9611,148.0758,0.0646
MMM,2025-10-17,150.1284,151.7342,149.9499,151.308,4494000,152.8222,153.5219,,46.9232,3.3961,152.8222,157.7059,147.9384,0.0639
MMM,2025-10-20,151.8928,154.7081,151.6946,153.4293,4230400,152.8678,153.5653,,51.6372,3.3964,152.8678,157.7565,147.979,0.064
MMM,2025-10-21,156.6212,165.3642,151.4666,165.1858,7302200,153.3807,153.804,,68.3919,4.1465,153.3807,160.7186,146.0429,0.0957
MMM,2025-10-22,165.7013,167.7036,164.0855,165.7707,5275800,154.0067,154.0044,,68.9679,4.1088,154.0067,163.1996,144.8139,0.1194
MMM,2025-10-23,165.7608,170.1323,165.2552,170.1025,4779100,154.9271,154.245,,72.9059,4.1636,154.9271,166.5184,143.3358,0.1496
MMM,2025-10-24,170.499,171.3416,166.2861,167.0296,3612300,155.7048,154.4942,,66.4626,4.2273,155.7048,168.3595,143.0501,0.1625
MMM,2025-10-27,168.4967,169.141,165.9392,166.9305,2922300,156.4145,154.8255,,66.2591,4.1541,156.4145,169.9309,142.8981,0.1728
MMM,2025-10-28,166.8512,167.0296,164.8984,165.3742,2448100,156.992,155.1164,,62.9989,4.0096,156.992,171.0197,142.9642,0.1787
MMM,2025-10-29,165.6914,166.5339,162.1823,163.1934,3163400,157.4197,155.3345,,58.6443,4.034,157.4197,171.6653,143.174,0.181
MMM,2025-10-30,163.57,167.7829,163.1636,164.9975,2143700,157.7988,155.5806,,61.0433,4.0758,157.7988,172.442,143.1557,0.1856
MMM,2025-10-31,164.0458,165.8797,163.7683,165.047,2096600,158.1874,155.8349,,61.11,3.9355,158.1874,173.1804,143.1945,0.1896
MMM,2025-11-03,164.5613,164.8289,160.0808,160.7746,3141200,158.4977,155.9182,,52.7244,4.0092,158.4977,173.4321,143.5633,0.1884
MMM,2025-11-04,160.4079,160.8143,157.9594,159.1886,3520900,158.7584,156.0122,,49.9825,3.9267,158.7584,173.5416,143.9752,0.1862
MMM,2025-11-05,159.2878,163.3916,158.7425,162.8861,2656200,159.1708,156.1658,,55.7588,3.9783,159.1708,173.9302,144.4113,0.1855
MMM,2025-11-06,162.7671,164.0459,158.1775,162.4202,5193100,159.7145,156.3109,,54.8985,4.1133,159.7145,174.0874,145.3416,0.18
MMM,2025-11-07,162.4796,163.8377,161.2406,163.4015,2506400,160.512,156.4553,,56.4237,4.005,160.512,173.7448,147.2791,0.1649
MMM,2025-11-10,163.5601,167.6937,162.5391,166.2068,2754900,161.3332,156.696,,60.5324,4.0871,161.3332,173.7773,148.8892,0.1543
MMM,2025-11-11,166.2068,168.6949,164.5514,167.1981,2365800,162.1332,156.9814,,61.8995,4.0911,162.1332,173.8711,150.3952,0.1448
MMM,2025-11-12,167.1882,170.281,167.1882,169.5871,2694300,163.006,157.3597,,65.0421,4.0198,163.006,174.1956,151.8165,0.1373
MMM,2025-11-13,168.9328,171.0541,167.773,169.1311,3878900,163.9581,157.6591,,63.9577,3.9671,163.9581,173.6617,154.2545,0.1184
MMM,2025-11-14,168.1555,168.5835,166.244,166.8314,2748800,164.7343,157.9168,,58.6472,3.8899,164.7343,172.459,157.0096,0.0938
MMM,2025-11-17,166.1644,167.0703,164.2331,164.6512,2908400,165.2954,158.1567,,54.064,3.8147,165.2954,170.9027,159.6881,0.0678
MMM,2025-11-18,163.2574,165.8458,162.5805,165.0494,2325700,165.2886,158.4228,,54.7594,3.7755,165.2886,170.8967,159.6804,0.0679
MMM,2025-11-19,164.8503,166.5626,163.8249,165.8359,2219100,165.2918,158.6949,,56.1707,3.7014,165.2918,170.9013,159.6824,0.0679
MMM,2025-11-20,167.9763,168.9917,163.2276,163.8747,3303500,164.9804,158.8109,,51.8289,3.8487,164.9804,170.1387,159.8221,0.0625
MMM,2025-11-21,164.6213,168.6234,164.4322,167.3391,3183500,164.9959,159.0278,,58.0043,3.913,164.9959,170.1819,159.8099,0.0629
MMM,2025-11-24,167.4885,169.9972,165.8956,168.8026,7138100,165.0895,159.298,,60.3185,3.9265,165.0895,170.4858,159.6932,0.0654
MMM,2025-11-25,169.5293,171.391,169.4596,170.7737,2605800,165.3595,159.6108,,63.2556,3.8309,165.3595,171.3259,159.3931,0.0722
MMM,2025-11-26,170.3456,171.6,169.9176,170.037,2031600,165.7017,159.9354,,61.4257,3.6774,165.7017,171.9245,159.4788,0.0751
MMM,2025-11-28,169.8977,171.4706,169.2506,171.2814,1596300,166.0159,160.2801,,63.3542,3.5733,166.0159,172.706,159.3257,0.0806
MMM,2025-12-01,169.9175,171.2117,168.8523,169.7184,2244600,166.2494,160.5698,,59.3413,3.4916,166.2494,173.1209,159.378,0.0827
MMM,2025-12-02,170.1167,171.162,168.8922,170.7936,1928500,166.7504,160.9354,,61.1636,3.4043,166.7504,173.3985,160.1023,0.0797
MMM,2025-12-03,171.2814,173.9096,170.3954,172.3168,2883300,167.4068,161.2832,,63.6493,3.4122,167.4068,173.4787,161.3349,0.0725
MMM,2025-12-04,171.1321,171.2416,167.9862,168.5139,2860400,167.6882,161.5884,,54.3042,3.4778,167.6882,173.3882,161.9882,0.068
MMM,2025-12-05,168.4442,168.5835,164.92,166.7319,3021400,167.9038,161.8892,,50.5582,3.491,167.9038,173.0656,162.7419,0.0615
MMM,2025-12-08,165.0295,165.0793,161.565,163.2276,3254000,167.8951,162.1242,,44.1139,3.6107,167.8951,173.0893,162.7008,0.0619
MMM,2025-12-09,162.6701,164.9996,162.6701,164.3525,2335000,167.8024,162.3566,,46.4726,3.5192,167.8024,173.1862,162.4185,0.0642
MMM,2025-12-10,163.8448,165.9852,162.68,164.92,3382000,167.6885,162.5784,,47.6724,3.5039,167.6885,173.2205,162.1564,0.066
MMM,2025-12-11,165.816,169.2406,165.4775,167.8469,2525200,167.6015,162.8426,,53.4659,3.5623,167.6015,173.0621,162.1408,0.0652
MMM,2025-12-12,167.7174,169.0813,167.0504,168.1455,2423500,167.5522,163.0572,,54.0252,3.4529,167.5522,172.9723,162.1321,0.0647
MMM,2025-12-15,168.8026,169.599,164.4521,164.9598,2576400,167.4586,163.2109,,47.4705,3.5739,167.4586,172.9945,161.9227,0.0661
MMM,2025-12-16,165.2585,166.254,162.1126,162.471,2786500,167.3496,163.369,,43.0737,3.6144,167.3496,173.1954,161.5037,0.0699
MMM,2025-12-17,161.4655,163.4964,160.2908,161.4456,2638500,167.1694,163.5184,,41.3734,3.5852,167.1694,173.5146,160.8242,0.0759
MMM,2025-12-18,162.6402,163.4964,160.7089,161.0374,2606000,166.9295,163.6463,,40.6849,3.5282,166.9295,173.8259,160.033,0.0826
MMM,2025-12-19,160.9578,163.2077,160.9578,161.2365,3715700,166.7976,163.8402,,41.199,3.4369,166.7976,174.0326,159.5625,0.0868
MMM,2025-12-22,161.4555,161.9135,158.3594,159.2853,2334600,166.3949,164.0768,,37.7467,3.4453,166.3949,174.3625,158.4273,0.0958
MMM,2025-12-23,159.2653,159.7731,157.7422,159.4346,1828900,165.9265,164.2699,,38.1737,3.3443,165.9265,174.3845,157.4685,0.1019
MMM,2025-12-24,159.3948,159.9622,158.3594,159.6237,854400,165.369,164.4384,,38.7468,3.2199,165.369,173.9507,156.7873,0.1038
MMM,2025-12-26,159.6038,161.4555,159.2853,161.356,1245700,164.9349,164.6229,,43.8773,3.1449,164.9349,173.3999,156.47,0.1026
MMM,2025-12-29,161.1469,161.9732,160.1016,160.9976,2185100,164.4207,164.8411,,43.0735,3.054,164.4207,172.5032,156.3383,0.0983
MMM,2025-12-30,160.7587,160.9578,159.9224,160.45,1293600,163.9573,165.0239,,41.8131,2.9126,163.9573,171.8207,156.0939,0.0959
MMM,2025-12-31,160.45,160.6193,159.3251,159.3848,1201700,163.3869,165.143,,39.3978,2.797,163.3869,170.8047,155.969,0.0908
MMM,2026-01-02,159.3848,161.1668,158.3495,161.0972,1961200,162.8259,165.0612,,44.907,2.7985,162.8259,168.9915,156.6602,0.0757
MMM,2026-01-05,160.2609,163.6656,160.0817,162.8194,2894500,162.5412,165.0022,,49.8455,2.8546,162.5412,168.0966,156.9857,0.0684
MMM,2026-01-06,162.1524,165.7861,161.0971,165.4675,2854800,162.4779,164.9095,,56.3279,2.9856,162.4779,167.8586,157.0973,0.0662
MMM,2026-01-07,165.1091,165.129,161.0474,162.1823,2734400,162.4257,164.8126,,48.0335,3.0881,162.4257,167.796,157.0554,0.0661
MMM,2026-01-08,161.0474,165.0494,160.3306,164.5019,2526900,162.4331,164.764,,53.2661,3.2045,162.4331,167.8151,157.0511,0.0663
MMM,2026-01-09,164.7507,165.5073,163.2176,164.5019,2306800,162.4122,164.7466,,53.2661,3.1392,162.4122,167.7567,157.0678,0.0658
MMM,2026-01-12,163.5661,167.5183,162.3814,167.1898,3247700,162.3794,164.8265,,58.8365,3.2819,162.3794,167.5896,157.1692,0.0642
MMM,2026-01-13,167.2495,169.6388,167.0405,168.6632,2827900,162.4053,164.8998,,61.5424,3.2331,162.4053,167.7397,157.0708,0.0657
MMM,2026-01-14,168.6433,170.0868,167.379,169.2307,3121900,162.6188,164.9835,,62.5631,3.1956,162.6188,168.6767,156.5609,0.0745
MMM,2026-01-15,169.7384,172.2869,169.1709,170.3357,2909200,163.012,165.1747,,64.537,3.1899,163.012,169.9819,156.0422,0.0855
MMM,2026-01-16,168.0559,170.6642,166.254,167.0504,7328100,163.2923,165.3319,,55.2159,3.277,163.2923,170.4453,156.1393,0.0876
MMM,2026-01-20,158.7377,162.9986,152.3862,155.4226,11902100,163.0116,165.1827,,35.6112,4.0904,163.0116,170.9363,155.0868,0.0972
MMM,2026-01-21,156.4181,157.9314,153.6506,155.1837,6969100,162.7089,165.0379,,35.3336,4.104,162.7089,171.3491,154.0687,0.1062
MMM,2026-01-22,155.8606,161.7741,155.5022,159.9125,5559600,162.7403,164.9681,,44.5474,4.2816,162.7403,171.3325,154.148,0.1056
MMM,2026-01-23,159.1658,163.5362,159.1658,161.9533,4461300,162.8662,164.8831,,47.9915,4.288,162.8662,171.3273,154.4051,0.1039
MMM,2026-01-26,161.2763,162.1325,158.7776,158.8074,3891000,162.8254,164.7153,,43.5059,4.2213,162.8254,171.3599,154.2909,0.1048
MMM,2026-01-27,158.9368,160.2012,157.2146,157.344,4661100,162.6248,164.4704,153.5135,41.5599,4.1331,162.6248,171.487,153.7625,0.109
MMM,2026-01-28,157.1548,158.9866,154.4271,155.2434,4323000,162.3371,164.1926,153.6369,38.8721,4.1636,162.3371,171.7766,152.8976,0.1163
MMM,2026-01-29,156.7765,158.0409,153.9393,155.6814,4137000,162.0986,163.9697,153.7478,39.7472,4.1591,162.0986,171.9699,152.2274,0.1218
MMM,2026-01-30,154.9746,156.0299,151.321,152.4758,4738200,161.7532,163.7261,153.8425,35.7175,4.1984,161.7532,172.4715,151.0349,0.1325
MMM,2026-02-02,152.8641,152.9537,149.8775,152.7446,5393500,161.3356,163.48,153.9421,36.3006,4.1183,161.3356,172.7873,149.8838,0.142
MMM,2026-02-03,152.3165,156.3783,150.5544,154.9846,5178800,160.9438,163.263,154.0765,41.0963,4.2401,160.9438,172.7135,149.1742,0.1463
MMM,2026-02-04,155.3031,163.0882,155.114,163.0583,6514900,160.8234,163.2467,154.2526,54.4173,4.5161,160.8234,172.4465,149.2003,0.1445
MMM,2026-02-05,162.4411,165.0793,160.4899,164.3426,3514000,160.9314,163.1868,154.4552,56.1173,4.5213,160.9314,172.6474,149.2153,0.1456
MMM,2026-02-06,166.2341,172.2073,165.2684,171.8788,7257700,161.3002,163.2483,154.6453,64.4872,4.7601,161.3002,173.9192,148.6812,0.1565
MMM,2026-02-09,170.8733,171.829,167.9962,169.5193,4694500,161.5511,163.2232,154.8249,60.5907,4.6974,161.5511,174.6293,148.4729,0.1619
MMM,2026-02-10,169.3103,172.9739,168.6831,172.6553,3215900,161.8244,163.2756,155.0064,63.7277,4.6684,161.8244,175.608,148.0407,0.1704
MMM,2026-02-11,173.2227,174.1486,171.6697,172.0779,2996900,161.9951,163.2915,155.1926,62.7375,4.512,161.9951,176.2132,147.777,0.1755
